Chromosomes,Gene,Start,End,Size,Type
chr12,Bn49211,77421913,90520825,13098912,RLP
chr12,Bn49212,80014719,86974099,6959380,CNL
chr12,Bn49213,54292803,64518071,10225268,RLP
chr12,Bn49214,35681542,82753061,47071519,RLP
chr12,Bn49215,20059175,49348515,29289340,RLK
chr12,Bn49216,49435931,56521735,7085804,TNL
chr12,Bn49217,14148827,32298972,18150145,TN
chr12,Bn49218,61422929,69153313,7730384,TN
chr12,Bn49219,77739036,90448857,12709821,NBS
chr12,Bn49220,47116217,61031986,13915769,CNL
chr12,Bn49221,24744789,95441589,70696800,RLP
chr12,Bn49222,37614263,60848026,23233763,RLP
chr12,Bn49223,52376930,98580782,46203852,RLP
chr12,Bn49224,24974477,85396685,60422208,CNL
chr12,Bn49225,57916123,87822395,29906272,NBS
chr12,Bn49226,7997965,89112258,81114293,RLP
chr12,Bn49227,57794741,58670153,875412,RLK
chr12,Bn49228,17120532,75802975,58682443,NBS
chr12,Bn49229,60711834,61583583,871749,CN
chr12,Bn49230,32058973,72555686,40496713,RLP
chr12,Bn49231,39585401,50084496,10499095,TN
chr12,Bn49232,46707431,93364557,46657126,TN
chr12,Bn49233,93852346,98972882,5120536,NBS
chr12,Bn49234,4597898,63793454,59195556,NBS
chr12,Bn49235,38547938,39999825,1451887,NBS
chr12,Bn49236,45446915,87371992,41925077,RLK
chr12,Bn49237,40480823,89201382,48720559,TN
chr12,Bn49238,45425445,72558404,27132959,CN
chr12,Bn49239,15631489,58498930,42867441,CNL
chr12,Bn49240,46307205,65309112,19001907,CN
chr12,Bn49241,38343743,66325674,27981931,CNL
chr12,Bn49242,57870912,93267473,35396561,NBS
chr12,Bn49243,88166448,96325202,8158754,CN
chr12,Bn49244,34789866,79830004,45040138,CNL
chr12,Bn49245,33418889,83469352,50050463,NBS
chr12,Bn49246,32814075,65045443,32231368,CN
chr12,Bn49247,25842207,76393424,50551217,NBS
chr12,Bn49248,3678899,56152390,52473491,RLP
chr12,Bn49249,86847978,93025949,6177971,NBS
chr12,Bn49250,84323978,88244715,3920737,NBS
chr12,Bn49251,57110208,61272685,4162477,RLP
chr12,Bn49252,69668840,84296289,14627449,CNL
chr12,Bn49253,81854262,89039376,7185114,CNL
chr12,Bn49254,91454945,99988670,8533725,CNL
chr12,Bn49255,53274722,92693939,39419217,NBS
chr12,Bn49256,7588288,97190490,89602202,CN
chr12,Bn49257,42862728,76154548,33291820,RLP
chr12,Bn49258,56690868,95171164,38480296,CNL
chr12,Bn49259,46222286,76604694,30382408,TN
chr12,Bn49260,9821327,43073594,33252267,TN
chr12,Bn49261,84036105,96864340,12828235,CN
chr12,Bn49262,72220460,76443792,4223332,RLK
chr12,Bn49263,71153160,86257216,15104056,RLK
chr12,Bn49264,97409363,99120384,1711021,NBS
chr12,Bn49265,36349457,41133200,4783743,NBS
chr12,Bn49266,81800281,98823002,17022721,CNL
chr12,Bn49267,61982086,68142145,6160059,TN
chr12,Bn49268,50419125,79303739,28884614,RLK
chr12,Bn49269,66109616,82749936,16640320,NBS
chr12,Bn49270,47121790,93821530,46699740,CNL
chr12,Bn49271,86712462,93137212,6424750,TN
chr12,Bn49272,21721009,38590689,16869680,TNL
chr12,Bn49273,40117065,44069513,3952448,NBS
chr12,Bn49274,62397896,94050773,31652877,CNL
chr12,Bn49275,69098779,81945743,12846964,RLK
chr12,Bn49276,45970174,56340498,10370324,TN
chr12,Bn49277,3971897,31774941,27803044,TN
chr12,Bn49278,70017027,82451625,12434598,CN
chr12,Bn49279,94092212,99896009,5803797,RLK
chr12,Bn49280,5884390,90842937,84958547,RLP
chr12,Bn49281,20491630,58065033,37573403,CNL
chr12,Bn49282,36691568,42837942,6146374,TNL
chr12,Bn49283,78163144,92128878,13965734,NBS
chr12,Bn49284,18619812,54097910,35478098,NBS
chr12,Bn49285,69731645,72576842,2845197,RLK
chr12,Bn49286,87263987,96588709,9324722,RLK
chr12,Bn49287,45268898,72466350,27197452,TN
chr12,Bn49288,94776785,98819615,4042830,TN
chr12,Bn49289,5224078,38088373,32864295,NBS
chr12,Bn49290,50980851,53735128,2754277,RLK
chr12,Bn49291,49136894,59586935,10450041,RLP
chr12,Bn49292,75693392,95914696,20221304,RLK
chr12,Bn49293,65870950,87187318,21316368,CN
chr12,Bn49294,38598220,56578297,17980077,TNL
chr12,Bn49295,90338003,90759473,421470,TN
chr12,Bn49296,88122160,92589924,4467764,NBS
chr12,Bn49297,59785185,90868569,31083384,CN
chr12,Bn49298,73371944,98276114,24904170,CNL
chr12,Bn49299,54903681,62225628,7321947,CN
chr12,Bn49300,59681413,77698596,18017183,NBS
chr12,Bn49301,8252655,96547951,88295296,RLP
chr12,Bn49302,9560023,22526018,12965995,TN
chr12,Bn49303,72955646,95435252,22479606,TNL
chr12,Bn49304,31141867,32567419,1425552,NBS
chr12,Bn49305,40494873,78442946,37948073,RLP
chr12,Bn49306,41571840,99255384,57683544,CNL
chr12,Bn49307,2679676,69935614,67255938,CN
chr12,Bn49308,65268957,90498030,25229073,RLP
chr12,Bn49309,40009981,92900474,52890493,TN
chr12,Bn49310,68527407,93021060,24493653,RLK
chr12,Bn49311,83261347,91364715,8103368,NBS
chr12,Bn49312,1509647,99884324,98374677,RLK
chr12,Bn49313,31730700,99212553,67481853,CN
chr12,Bn49314,75023274,97346689,22323415,TNL
chr12,Bn49315,14151711,87766935,73615224,RLK
chr12,Bn49316,80198926,96451711,16252785,TN
chr12,Bn49317,70876294,76352063,5475769,NBS
chr12,Bn49318,90421741,94179011,3757270,NBS
chr12,Bn49319,47033370,70040232,23006862,TNL
chr12,Bn49320,73340195,99281746,25941551,TN
chr12,Bn49321,89003088,91446411,2443323,CN
chr12,Bn49322,15963160,35309085,19345925,RLP
chr12,Bn49323,59405515,75254003,15848488,CNL
chr12,Bn49324,61671611,68869390,7197779,NBS
chr12,Bn49325,59336274,89195409,29859135,RLP
chr12,Bn49326,23879534,85476253,61596719,RLK
chr12,Bn49327,15358589,28220676,12862087,RLP
chr12,Bn49328,45379213,89097800,43718587,TN
chr12,Bn49329,31830419,46654810,14824391,CNL
chr12,Bn49330,55058800,93082323,38023523,RLK
chr12,Bn49331,67642862,83867206,16224344,NBS
chr12,Bn49332,89819159,90878399,1059240,RLP
chr12,Bn49333,57836851,87617019,29780168,RLP
chr12,Bn49334,95589988,99101144,3511156,CN
chr12,Bn49335,22820465,96323178,73502713,CN
chr12,Bn49336,61329153,71815405,10486252,CNL
chr12,Bn49337,57057421,75454412,18396991,RLK
chr12,Bn49338,65352863,72493841,7140978,TN
chr12,Bn49339,53446419,60449089,7002670,RLK
chr12,Bn49340,39159786,45097749,5937963,RLP
chr12,Bn49341,60642469,80470874,19828405,RLP
chr12,Bn49342,54637788,94428337,39790549,CN
chr12,Bn49343,46902024,90918686,44016662,RLP
chr12,Bn49344,37910525,81928554,44018029,NBS
chr12,Bn49345,21526189,89348660,67822471,RLK
chr12,Bn49346,66128386,82783667,16655281,NBS
chr12,Bn49347,82792366,93060037,10267671,RLK
chr12,Bn49348,50672751,82794362,32121611,NBS
chr12,Bn49349,72086172,84202634,12116462,RLP
chr12,Bn49350,95140795,98601998,3461203,TN
chr12,Bn49351,15335969,60479869,45143900,TNL
chr12,Bn49352,42096716,99879133,57782417,RLK
chr12,Bn49353,44232542,94930836,50698294,RLP
chr12,Bn49354,53589456,80488867,26899411,TNL
chr12,Bn49355,15795408,50380374,34584966,TNL
chr12,Bn49356,46910309,88594999,41684690,RLK
chr12,Bn49357,76596880,81168719,4571839,CNL
chr12,Bn49358,12845785,81824650,68978865,TN
chr12,Bn49359,44714017,79672073,34958056,RLP
chr12,Bn49360,92654073,93865165,1211092,TN
chr12,Bn49361,70317987,90192041,19874054,TNL
chr12,Bn49362,38550554,61032984,22482430,NBS
chr12,Bn49363,68146475,80073420,11926945,CNL
chr12,Bn49364,23960349,66954396,42994047,TN
chr12,Bn49365,80950919,88350778,7399859,TNL
chr12,Bn49366,90926159,97126285,6200126,CNL
chr12,Bn49367,3879796,12586014,8706218,TN
chr12,Bn49368,69890022,82120739,12230717,RLP
chr12,Bn49369,19488263,98502519,79014256,CNL
chr12,Bn49370,73172488,76213686,3041198,RLP
chr12,Bn49371,24645631,95061874,70416243,NBS
chr12,Bn49372,40817456,53723985,12906529,RLP
chr12,Bn49373,39984725,80803569,40818844,NBS
chr12,Bn49374,66677133,82931699,16254566,RLK
chr12,Bn49375,6221821,20880233,14658412,TNL
chr12,Bn49376,1465000,43743922,42278922,CN
chr12,Bn49377,41826505,73352695,31526190,TNL
chr12,Bn49378,12981795,67970434,54988639,NBS
chr12,Bn49379,94598329,98852078,4253749,CNL
chr12,Bn49380,5346183,68697346,63351163,TN
chr12,Bn49381,27524670,67629672,40105002,RLP
chr12,Bn49382,9986755,62481589,52494834,TN
chr12,Bn49383,39852857,90922068,51069211,RLK
chr12,Bn49384,16710553,59299856,42589303,CNL
chr12,Bn49385,42878353,93247367,50369014,TN
chr12,Bn49386,71934375,77816728,5882353,RLP
chr12,Bn49387,84470440,93608524,9138084,RLK
chr12,Bn49388,32387748,94014830,61627082,RLK
chr12,Bn49389,63443558,77775516,14331958,TN
chr12,Bn49390,24010170,55759771,31749601,RLK
chr12,Bn49391,93989246,94795351,806105,CNL
chr12,Bn49392,16162640,95438427,79275787,RLK
chr12,Bn49393,79726112,86541581,6815469,RLK
chr12,Bn49394,11260239,67983383,56723144,CNL
chr12,Bn49395,42258108,96363372,54105264,TN
chr12,Bn49396,25135002,72862045,47727043,CN
chr12,Bn49397,90203648,99874576,9670928,CN
chr12,Bn49398,74283442,91645355,17361913,CNL
chr12,Bn49399,19697322,30249246,10551924,TNL
chr12,Bn49400,34611895,78258974,43647079,RLK
chr12,Bn49401,68595663,83456147,14860484,CNL
chr12,Bn49402,2814960,89482512,86667552,NBS
chr12,Bn49403,2847016,33438965,30591949,TN
chr12,Bn49404,71625586,79574695,7949109,CN
chr12,Bn49405,92854412,96949287,4094875,TNL
chr12,Bn49406,67733591,96183373,28449782,CN
chr12,Bn49407,6601657,76587807,69986150,TN
chr12,Bn49408,68933429,75798888,6865459,CN
chr12,Bn49409,86567016,88900983,2333967,NBS
chr12,Bn49410,51857820,67845232,15987412,CN
chr12,Bn49411,28768835,90788475,62019640,TNL
chr12,Bn49412,85263403,98515943,13252540,RLP
chr12,Bn49413,12962719,83663230,70700511,TNL
chr12,Bn49414,45144932,86389388,41244456,CN
chr12,Bn49415,33403172,96306834,62903662,TNL
chr12,Bn49416,61545077,71284874,9739797,RLK
chr12,Bn49417,52355986,78477056,26121070,CNL
chr12,Bn49418,46873692,51746887,4873195,NBS
chr12,Bn49419,53070794,77903264,24832470,RLK
chr12,Bn49420,20323062,61910299,41587237,RLK
chr12,Bn49421,31627215,65749529,34122314,NBS
chr12,Bn49422,69949095,93833301,23884206,CNL
chr12,Bn49423,83525831,83536503,10672,NBS
chr12,Bn49424,95799926,99868664,4068738,RLP
chr12,Bn49425,48963987,85420281,36456294,CN
chr12,Bn49426,76317367,96505249,20187882,TNL
chr12,Bn49427,34208431,62818183,28609752,RLK
chr12,Bn49428,61106148,91169968,30063820,TNL
chr12,Bn49429,24013419,75778864,51765445,RLK
chr12,Bn49430,47153648,65886805,18733157,NBS
chr12,Bn49431,91628807,92710001,1081194,CNL
chr12,Bn49432,95900170,98180152,2279982,NBS
chr12,Bn49433,71251159,76876911,5625752,NBS
chr12,Bn49434,1854899,23051476,21196577,RLP
chr12,Bn49435,48834767,81767685,32932918,TNL
chr12,Bn49436,83476479,89686732,6210253,NBS
chr12,Bn49437,93550943,96791752,3240809,RLP
chr12,Bn49438,87413608,91027609,3614001,RLP
chr12,Bn49439,78520301,91230929,12710628,NBS
chr12,Bn49440,49757581,62838362,13080781,TNL
chr12,Bn49441,41668288,52763711,11095423,NBS
chr12,Bn49442,15657106,43348026,27690920,TN
chr12,Bn49443,69112467,89314453,20201986,RLK
chr12,Bn49444,82903907,94967742,12063835,TN
chr12,Bn49445,61258295,82645108,21386813,RLP
chr12,Bn49446,13881747,80714881,66833134,TN
chr12,Bn49447,56632263,58431558,1799295,TNL
chr12,Bn49448,6962647,92404805,85442158,RLK
chr12,Bn49449,29027403,29399447,372044,TNL
chr12,Bn49450,60116260,64868786,4752526,TNL
chr12,Bn49451,74121689,89501215,15379526,CNL
chr12,Bn49452,3025442,72746302,69720860,RLK
chr12,Bn49453,86777541,96090050,9312509,CN
chr12,Bn49454,34071119,45639717,11568598,CNL
chr12,Bn49455,85715795,95878615,10162820,RLK
chr12,Bn49456,31803043,95773102,63970059,TNL
chr12,Bn49457,14908549,72649518,57740969,RLP
chr12,Bn49458,25636673,66907831,41271158,TN
chr12,Bn49459,8817186,9760398,943212,RLP
chr12,Bn49460,62868658,73154395,10285737,TN
chr12,Bn49461,63597973,93631331,30033358,NBS
chr12,Bn49462,46142794,80277247,34134453,TNL
chr12,Bn49463,52375372,64560165,12184793,CN
chr12,Bn49464,83265156,85773067,2507911,TN
chr12,Bn49465,98902518,99019498,116980,TNL
chr12,Bn49466,70959252,89739938,18780686,CNL
chr12,Bn49467,39481261,62519124,23037863,CNL
chr12,Bn49468,32358913,62714174,30355261,NBS
chr12,Bn49469,28370635,87801520,59430885,RLP
chr12,Bn49470,41507123,95169669,53662546,RLP
chr12,Bn49471,10322790,99107426,88784636,TN
chr12,Bn49472,84542712,92558783,8016071,TNL
chr12,Bn49473,76304986,97762719,21457733,NBS
chr12,Bn49474,88133069,88624821,491752,TN
chr12,Bn49475,36854655,80413800,43559145,NBS
chr12,Bn49476,37790098,80866973,43076875,NBS
chr12,Bn49477,26844942,39106786,12261844,TNL
chr12,Bn49478,98147632,99718498,1570866,RLK
chr12,Bn49479,99889124,99901018,11894,CN
chr12,Bn49480,85509762,95956118,10446356,TN
chr12,Bn49481,84454824,93946349,9491525,CN
chr12,Bn49482,70094198,95468804,25374606,RLK
chr12,Bn49483,70371363,85754763,15383400,NBS
chr12,Bn49484,66196773,69405640,3208867,NBS
chr12,Bn49485,42058859,51232375,9173516,RLP
chr12,Bn49486,32510673,75011078,42500405,TNL
chr12,Bn49487,14079644,95579182,81499538,CN
chr12,Bn49488,32598219,40878363,8280144,NBS
chr12,Bn49489,62810800,76648541,13837741,RLK
chr12,Bn49490,26597510,96215552,69618042,TNL
chr12,Bn49491,94331264,97255668,2924404,RLP
chr12,Bn49492,93299274,94350771,1051497,TNL
chr12,Bn49493,96814353,97247197,432844,TN
chr12,Bn49494,38859286,94430331,55571045,TNL
chr12,Bn49495,40981367,86155722,45174355,RLK
chr12,Bn49496,89223762,94047284,4823522,CN
chr12,Bn49497,93843082,97276966,3433884,CN
chr12,Bn49498,84243042,96537769,12294727,NBS
chr12,Bn49499,8475777,66092156,57616379,RLP
chr12,Bn49500,33141634,99163715,66022081,CN
chr12,Bn49501,54572444,56964240,2391796,TN
chr12,Bn49502,77397178,88061513,10664335,TN
chr12,Bn49503,32644539,64912694,32268155,CNL
chr12,Bn49504,1682474,4548003,2865529,TN
chr12,Bn49505,50961178,81546379,30585201,CN
chr12,Bn49506,66698131,77814756,11116625,CN
chr12,Bn49507,64930514,72820702,7890188,RLK
chr12,Bn49508,71470962,98581160,27110198,RLP
chr12,Bn49509,88600143,99935258,11335115,CN
chr12,Bn49510,18858662,20104372,1245710,RLP
chr12,Bn49511,81604738,86558129,4953391,CN
chr12,Bn49512,30744066,40899383,10155317,CNL
chr12,Bn49513,19713293,34878346,15165053,CN
chr12,Bn49514,62463575,93155421,30691846,CNL
chr12,Bn49515,86122278,96923588,10801310,RLK
chr12,Bn49516,14420669,89464015,75043346,CNL
chr12,Bn49517,97500822,98252400,751578,NBS
chr12,Bn49518,59814956,64987920,5172964,TNL
chr12,Bn49519,13204398,91948153,78743755,RLK
chr12,Bn49520,16050293,34204753,18154460,TNL
chr12,Bn49521,60242519,62097051,1854532,CN
chr12,Bn49522,15472275,95335575,79863300,CN
chr12,Bn49523,57083050,92851820,35768770,NBS
chr12,Bn49524,71512835,89945964,18433129,TN
chr12,Bn49525,76003625,82189595,6185970,TN
chr12,Bn49526,93993669,95702301,1708632,CN
chr12,Bn49527,24211310,45540775,21329465,TN
chr12,Bn49528,26028611,43666748,17638137,RLP
chr12,Bn49529,46317342,92083837,45766495,CN
chr12,Bn49530,61906219,82465016,20558797,TN
chr12,Bn49531,46809233,67770253,20961020,TNL
chr12,Bn49532,93351048,97557934,4206886,TN
chr12,Bn49533,16551021,71069261,54518240,RLK
chr12,Bn49534,75362803,91246452,15883649,NBS
chr12,Bn49535,45527021,64809630,19282609,RLK
chr12,Bn49536,32157004,79181508,47024504,RLK
chr12,Bn49537,47245651,61446144,14200493,TN
chr12,Bn49538,53214084,66278320,13064236,TNL
chr12,Bn49539,22797883,60435757,37637874,NBS
chr12,Bn49540,56296940,60728267,4431327,RLK
chr12,Bn49541,52341367,77621724,25280357,CNL
chr12,Bn49542,88738136,95728783,6990647,TN
chr12,Bn49543,67753767,83354665,15600898,NBS
chr12,Bn49544,63046890,72028201,8981311,CN
chr12,Bn49545,54009088,83008843,28999755,NBS
chr12,Bn49546,32970915,45700862,12729947,RLP
chr12,Bn49547,9155956,98182895,89026939,RLP
chr12,Bn49548,16073877,59312495,43238618,TNL
chr12,Bn49549,15014456,30493467,15479011,RLP
chr12,Bn49550,60338782,98082304,37743522,NBS
chr12,Bn49551,84786860,90824186,6037326,CNL
chr12,Bn49552,26380092,97889080,71508988,CNL
chr12,Bn49553,93954917,95360420,1405503,RLK
chr12,Bn49554,23647804,25760667,2112863,TNL
chr12,Bn49555,66862251,93027017,26164766,TNL
chr12,Bn49556,12130349,79656044,67525695,TNL
chr12,Bn49557,20259184,61112893,40853709,NBS
chr12,Bn49558,71505331,72415639,910308,CNL
chr12,Bn49559,20795908,54056477,33260569,CN
chr12,Bn49560,15866975,93001910,77134935,CNL
chr12,Bn49561,35263444,72831580,37568136,NBS
chr12,Bn49562,73727847,96025590,22297743,CN
chr12,Bn49563,77051445,92136977,15085532,TN
chr12,Bn49564,85649943,93585228,7935285,CN
chr12,Bn49565,84817458,87667161,2849703,CN
chr12,Bn49566,61240658,68152358,6911700,CNL
chr12,Bn49567,98104371,99813751,1709380,CNL
chr12,Bn49568,16172302,94465293,78292991,NBS
chr12,Bn49569,49524602,60129556,10604954,CN
chr12,Bn49570,79822052,91437715,11615663,RLP
chr12,Bn49571,70716409,87098976,16382567,RLP
chr12,Bn49572,9700886,48241938,38541052,RLP
chr12,Bn49573,71085263,72548948,1463685,TNL
chr12,Bn49574,53272120,80267603,26995483,NBS
chr12,Bn49575,4196067,17763224,13567157,TNL
chr12,Bn49576,86494329,98017414,11523085,NBS
chr12,Bn49577,57794844,70800599,13005755,RLK
chr12,Bn49578,29897789,68850241,38952452,TN
chr12,Bn49579,77138230,84299751,7161521,TN
chr12,Bn49580,93697662,99280853,5583191,CNL
chr12,Bn49581,93810555,95648738,1838183,TNL
chr12,Bn49582,53302278,60943029,7640751,CN
chr12,Bn49583,41263621,69329667,28066046,TNL
chr12,Bn49584,8663404,44093726,35430322,RLP
chr12,Bn49585,33663832,47022333,13358501,RLK
chr12,Bn49586,63948086,67429281,3481195,RLK
chr12,Bn49587,48832852,81267681,32434829,TNL
chr12,Bn49588,30674974,56434192,25759218,CNL
chr12,Bn49589,45829599,72817280,26987681,NBS
chr12,Bn49590,68702522,83874962,15172440,RLK
chr12,Bn49591,80040963,93603194,13562231,TNL
chr12,Bn49592,58728584,87560958,28832374,TNL
chr12,Bn49593,61426072,86030067,24603995,TNL
chr12,Bn49594,85644432,98247267,12602835,CNL
chr12,Bn49595,31298207,50571943,19273736,CNL
chr12,Bn49596,17567345,83910049,66342704,NBS
chr12,Bn49597,6833305,83366478,76533173,TNL
chr12,Bn49598,38199461,82287037,44087576,RLK
chr12,Bn49599,7953171,53096102,45142931,CN
chr12,Bn49600,97044399,98813095,1768696,RLP
chr12,Bn49601,86687119,97194991,10507872,TNL
chr12,Bn49602,90948464,98246684,7298220,RLK
chr12,Bn49603,83368147,95735468,12367321,RLK
chr12,Bn49604,18522929,38431806,19908877,RLK
chr12,Bn49605,44190211,94254012,50063801,TN
chr12,Bn49606,57162726,57692945,530219,CN
chr12,Bn49607,82907154,89099042,6191888,TNL
chr12,Bn49608,32385298,91075220,58689922,TNL
chr12,Bn49609,11861376,77855909,65994533,RLK
chr12,Bn49610,71929388,77988728,6059340,TN
chr12,Bn49611,96094063,99759621,3665558,TNL
chr12,Bn49612,61745274,66176966,4431692,RLK
chr12,Bn49613,26329993,89119031,62789038,CN
chr12,Bn49614,53409758,90012647,36602889,TN
chr12,Bn49615,56249600,56310545,60945,TN
chr12,Bn49616,57567335,65979146,8411811,CN
chr12,Bn49617,66684689,87062164,20377475,CN
chr12,Bn49618,53291577,90711460,37419883,NBS
chr12,Bn49619,83285896,93073733,9787837,RLK
chr12,Bn49620,24867144,75006468,50139324,TNL
chr12,Bn49621,8788242,11130340,2342098,RLK
chr12,Bn49622,38718215,99934204,61215989,TNL
chr12,Bn49623,81289655,94981590,13691935,NBS
chr12,Bn49624,73783876,82384395,8600519,TN
chr12,Bn49625,21860820,96743764,74882944,NBS
chr12,Bn49626,57414641,75210905,17796264,NBS
chr12,Bn49627,8245338,82744297,74498959,RLP
chr12,Bn49628,67201746,96918307,29716561,RLP
chr12,Bn49629,16284930,82057713,65772783,CN
chr12,Bn49630,61486644,72837649,11351005,CN
chr12,Bn49631,10690270,17989301,7299031,TN
chr12,Bn49632,62239184,89771448,27532264,NBS
chr12,Bn49633,8860469,64890290,56029821,TN
chr12,Bn49634,75648194,83931018,8282824,RLK
chr12,Bn49635,57009133,62328907,5319774,RLP
chr12,Bn49636,43809076,94278855,50469779,NBS
chr12,Bn49637,4982981,63389671,58406690,NBS
chr12,Bn49638,87855159,89497468,1642309,RLP
chr12,Bn49639,75825961,93196332,17370371,TNL
chr12,Bn49640,97683161,99231850,1548689,TN
chr12,Bn49641,25420526,50553179,25132653,TNL
chr12,Bn49642,43777459,96249710,52472251,RLP
chr12,Bn49643,51098787,51599958,501171,CNL
chr12,Bn49644,38254777,65407769,27152992,CNL
chr12,Bn49645,37494268,88888420,51394152,CN
chr12,Bn49646,39163979,41851716,2687737,TN
chr12,Bn49647,30922796,92835941,61913145,CNL
chr12,Bn49648,77640402,83856418,6216016,NBS
chr12,Bn49649,12697037,43500215,30803178,NBS
chr12,Bn49650,49726482,54302271,4575789,NBS
chr12,Bn49651,52738811,69769553,17030742,TNL
chr12,Bn49652,33996910,61991999,27995089,CNL
chr12,Bn49653,5918931,8192639,2273708,TN
chr12,Bn49654,23042903,62910291,39867388,TN
chr12,Bn49655,28796088,80626307,51830219,CN
chr12,Bn49656,38284852,77376397,39091545,TN
chr12,Bn49657,3226845,72459703,69232858,NBS
chr12,Bn49658,19416503,80600100,61183597,CN
chr12,Bn49659,46258864,66456863,20197999,NBS
chr12,Bn49660,73536454,87545365,14008911,NBS
chr12,Bn49661,64732510,90050318,25317808,RLP
chr12,Bn49662,94478012,95712756,1234744,RLP
chr12,Bn49663,78214637,81251835,3037198,RLK
chr12,Bn49664,71712189,86319811,14607622,CN
chr12,Bn49665,28955421,97873719,68918298,RLP
chr12,Bn49666,51679143,95205111,43525968,TN
chr12,Bn49667,94224088,99447706,5223618,CN
chr12,Bn49668,53985460,89658378,35672918,CN
chr12,Bn49669,30184439,74490921,44306482,TN
chr12,Bn49670,45295607,72377690,27082083,NBS
chr12,Bn49671,81614308,83498942,1884634,NBS
chr12,Bn49672,4936693,78506983,73570290,TN
chr12,Bn49673,46692199,91113078,44420879,NBS
chr12,Bn49674,46564621,69451273,22886652,CNL
chr12,Bn49675,38720029,41714496,2994467,TNL
chr12,Bn49676,48712441,59056770,10344329,CNL
chr12,Bn49677,81445957,94826030,13380073,CN
chr12,Bn49678,99489384,99503128,13744,TNL
chr12,Bn49679,88228250,98733508,10505258,RLP
chr12,Bn49680,8044169,10443222,2399053,TNL
chr12,Bn49681,30296753,39214510,8917757,RLP
chr12,Bn49682,72608259,75744019,3135760,RLP
chr12,Bn49683,38677522,74518314,35840792,RLK
chr12,Bn49684,21929183,62248878,40319695,RLP
chr12,Bn49685,55473687,85660850,30187163,CNL
chr12,Bn49686,76298085,97774789,21476704,RLP
chr12,Bn49687,83654402,96891577,13237175,RLK
chr12,Bn49688,96980008,99974746,2994738,CN
chr12,Bn49689,62925321,78338541,15413220,TNL
chr12,Bn49690,53330010,94155120,40825110,TNL
chr12,Bn49691,89694225,96696826,7002601,RLK
chr12,Bn49692,45755501,62058288,16302787,CNL
chr12,Bn49693,65690506,86460795,20770289,CN
chr12,Bn49694,73790972,92795813,19004841,TNL
chr12,Bn49695,79155295,83817708,4662413,CNL
chr12,Bn49696,50891870,80971950,30080080,CNL
chr12,Bn49697,47764532,72076988,24312456,NBS
chr12,Bn49698,54582083,83714754,29132671,TN
chr12,Bn49699,9611171,79700046,70088875,RLK
chr12,Bn49700,59508498,74854881,15346383,RLP
chr12,Bn49701,55667148,68249638,12582490,RLK
chr12,Bn49702,9792355,80408529,70616174,TN
chr12,Bn49703,78386985,91944237,13557252,CN
chr12,Bn49704,55963901,66514999,10551098,CNL
chr12,Bn49705,38932305,50093832,11161527,RLK
chr12,Bn49706,80923373,91285209,10361836,CN
chr12,Bn49707,85112154,95544175,10432021,CNL
chr12,Bn49708,52563380,95315583,42752203,TN
chr12,Bn49709,61017930,99649019,38631089,NBS
chr12,Bn49710,42223605,83512136,41288531,RLK
chr12,Bn49711,7489791,11845619,4355828,RLP
chr12,Bn49712,88436372,96426702,7990330,TN
chr12,Bn49713,69300203,77206157,7905954,CN
chr12,Bn49714,22304044,27404633,5100589,CNL
chr12,Bn49715,11917706,20649346,8731640,RLK
chr12,Bn49716,14060632,23659996,9599364,CN
chr12,Bn49717,16020027,22578688,6558661,TNL
chr12,Bn49718,42539873,91797897,49258024,CNL
chr12,Bn49719,8684731,30799918,22115187,CNL
chr12,Bn49720,80659340,88386293,7726953,RLP
chr12,Bn49721,46065420,70045193,23979773,TNL
chr12,Bn49722,83524874,87298718,3773844,CNL
chr12,Bn49723,53795004,86597812,32802808,NBS
chr12,Bn49724,23473816,69056549,45582733,CNL
chr12,Bn49725,79081247,80254007,1172760,NBS
chr12,Bn49726,69766030,92151612,22385582,CNL
chr12,Bn49727,42006173,68270621,26264448,TN
chr12,Bn49728,64149088,96421037,32271949,TNL
chr12,Bn49729,71228156,82958500,11730344,CNL
chr12,Bn49730,40863301,82755698,41892397,RLP
chr12,Bn49731,66327735,91953780,25626045,NBS
chr12,Bn49732,14881688,99120822,84239134,TNL
chr12,Bn49733,4457648,27033024,22575376,CNL
chr12,Bn49734,77238817,79549509,2310692,CNL
chr12,Bn49735,77245936,85702611,8456675,CNL
chr12,Bn49736,91750178,93573667,1823489,RLK
chr12,Bn49737,14729112,92900421,78171309,NBS
chr12,Bn49738,30152895,53793145,23640250,CNL
chr12,Bn49739,91012266,96472069,5459803,CNL
chr12,Bn49740,38761708,87647006,48885298,TN
chr12,Bn49741,95693374,99635205,3941831,TNL
chr12,Bn49742,54360091,86583502,32223411,RLP
chr12,Bn49743,32781298,40641062,7859764,NBS
chr12,Bn49744,36788346,54095146,17306800,CNL
chr12,Bn49745,55100546,75896615,20796069,TN
chr12,Bn49746,39524860,51833703,12308843,CNL
chr12,Bn49747,55503719,55794713,290994,TN
chr12,Bn49748,21862316,63387322,41525006,CN
chr12,Bn49749,97700297,98296749,596452,CN
chr12,Bn49750,18670094,37709621,19039527,RLP
chr12,Bn49751,75085475,75844425,758950,TN
chr12,Bn49752,31874755,64671040,32796285,TN
chr12,Bn49753,39131491,68899362,29767871,NBS
chr12,Bn49754,49252825,96291297,47038472,NBS
